,DBC,DIA,FEZ,IJH,IWD,IWF,IWM,IWN,IWO,MDY,OEF,PFF,QQQ,SPY,VTI
2011-05-13,28.66764259338379,103.25274658203125,30.3802547454834,87.64756774902344,56.7883186340332,54.75284957885742,73.79766845703125,62.49289321899414,88.67070770263672,162.4793243408203,49.9909553527832,24.283857345581055,53.285003662109375,112.9377212524414,58.80928039550781
2011-05-16,28.292512893676758,102.85108947753906,30.357873916625977,86.8534927368164,56.54996109008789,54.28084945678711,72.71956634521484,61.78435516357422,87.03723907470703,161.0037841796875,49.66404724121094,24.25358009338379,52.36362838745117,112.2215347290039,58.402366638183594
2011-05-17,28.361616134643555,102.31006622314453,30.402633666992188,86.2535400390625,56.5910530090332,54.17397689819336,72.48979949951172,61.59037780761719,86.7402572631836,159.87913513183594,49.69758987426758,24.277809143066406,52.50959396362305,112.20469665527344,58.35151672363281
2011-05-18,28.934179306030273,103.04785919189453,30.619003295898438,87.51522827148438,57.10888671875,54.717220306396484,73.6032485961914,62.39166259765625,88.28091430664062,162.32635498046875,50.08317184448242,24.27173614501953,52.94747543334961,113.20732879638672,58.91102981567383
2011-05-19,28.707128524780273,103.43305969238281,30.850284576416016,87.70051574707031,57.17464828491211,54.85972213745117,73.7623291015625,62.50973892211914,88.42939758300781,162.54225158691406,50.158599853515625,24.289901733398438,53.10255813598633,113.47693634033203,59.05514907836914
2011-05-20,28.97366714477539,102.68058013916016,30.141510009765625,87.01232147216797,56.73899459838867,54.47677230834961,73.22327423095703,62.02053451538086,87.8818130493164,161.3006591796875,49.764644622802734,24.27173614501953,52.70115661621094,112.57542419433594,58.61430358886719
2011-05-23,28.50969123840332,101.58677673339844,29.455120086669922,85.67120361328125,56.081443786621094,53.799930572509766,71.90656280517578,61.10115432739258,86.1184310913086,158.72752380371094,49.21980285644531,24.235422134399414,51.925743103027344,111.26942443847656,57.8682861328125
2011-05-24,28.89469337463379,101.40582275390625,29.522268295288086,85.38887786865234,56.01569747924805,53.73759460449219,71.56192779541016,60.82280349731445,85.61727142333984,158.3226318359375,49.22818374633789,24.235422134399414,51.606449127197266,111.17672729492188,57.80891418457031
2011-05-25,29.417896270751953,101.69364929199219,29.753551483154297,86.05059814453125,56.17185592651367,53.978050231933594,72.4632568359375,61.430118560791016,86.9258804321289,159.47427368164062,49.370697021484375,24.24147605895996,51.80714416503906,111.54745483398438,58.04631805419922
2011-05-26,29.526485443115234,101.8170394897461,29.872920989990234,86.79174041748047,56.44310760498047,54.29866409301758,73.4177017211914,62.121761322021484,88.13241577148438,160.9228057861328,49.529937744140625,24.223308563232422,52.126434326171875,112.06146240234375,58.393890380859375
